Price,Beds,Bath,Sq.Ft
668000,3,2.5,1840
1699900,5,3.5,2726
819900,4,3.5,2126
929900,5,5,2691
429800,3,2,837
1650000,3,3,2269
699900,4,2,1343
525000,3,3.5,1437
259900,1,1,675
449000,2,2,1218
680000,3,2,1277
479000,5,2,1130
2189000,5,4.5,3148
790000,5,4,2339
622900,3,2.5,1617
1400000,4,3.5,2175
379900,2,2,836
699000,1,1.5,1051
159900,1,1,766
359900,2,2,902
1075000,5,4.5,1846
519000,5,3.5,1499
759900,3,2,1980
319900,2,2,761
995000,2,2,1655
250000,2,1,863
799900,5,3,1576
300000,1,1.5,587
770000,5,3,1543
719900,3,2.5,1808
1699000,5,4.5,2796
699999,5,3,1286
234500,1,1,518
269900,1,1,607
199900,1,1,488
2800000,5,4.5,4352
849900,3,2.5,2394
589900,3,2.5,1639
800000,4,3.5,1823
625000,2,2,1058
999900,4,3.5,2513
2500000,1,1,950
850000,4,3,2315
889000,4,3.5,2477
855000,6,3.5,2136
599999,3,3.5,1403
154900,1,1,651
179900,1,1,889
949000,3,2.5,1266
350000,1,1.5,917
265000,1,1,675
299900,1,1,541
984900,6,5.5,2844
289900,2,1,998
369000,3,1.5,1053
725000,3,2.5,2149
889000,5,3.5,2190
258000,1,1,482
1495000,4,4.5,2289
329900,3,1.5,1030
449000,3,1,987
288999,2,2,1002
271000,2,2,764
1695000,5,3.5,3331
559888,3,2.5,1364
349900,1,1,778
274900,2,2,802
779000,3,2,888
730000,5,2,863
750000,4,3,985
544900,4,2,1067
779900,4,3.5,2141
749000,4,3.5,2713
2890000,5,3.5,2867
249900,1,1.5,684
499999,2,2.5,1419
849900,5,3,1551
949000,2,2,1299
229000,2,1,476
925000,3,3.5,2995
850000,3,2,1459
400000,2,2,762
1100000,3,3,2272
1399900,5,4.5,3082
548999,5,3,1124
1285000,5,4.5,3090
550000,1,1,553
315000,2,2,801
624900,4,2.5,1828
835000,4,3.5,2427
4850000,4,6.5,5008
530000,4,1.5,923
678000,4,2.5,1208
1199000,6,3.5,2754
819900,5,3.5,2308
405900,1,1,657
4495000,5,4.5,4867
1099900,4,3.5,1952
888000,5,3.5,1928
234900,2,1,721
765000,5,2.5,1882
759899,3,3,1024
1695000,4,3.5,2283
214900,1,1,560
265000,2,1,596
299900,2,1,611
639000,4,3.5,1651
650000,3,2,1159
329900,1,1,583
750000,4,3,1894
949900,4,3.5,1705
520000,2,2,1202
329900,1,1,512
459900,2,2,790
570098,3,2.5,1461
648795,3,2.5,1819
583800,3,2.5,1484
591045,3,2.5,1636
575000,5,2,1164
1550000,3,2.5,1657
649900,3,2.5,1883
634900,3,2.5,1568
699500,4,3.5,2060
599900,3,2.5,1568
594900,3,2.5,1481
799900,3,3,1511
919000,4,3.5,1858
735000,2,2.5,1020
849900,4,3.5,2348
1399000,4,4.5,2896
2950000,2,2.5,3085
1249000,4,3.5,2434
669000,2,2,1427
779900,6,4.5,2076
263000,2,2,902
568888,5,2,1009
799000,7,3.5,2601
279900,1,1,500
279000,2,2,837
299900,2,2,958
1189000,4,3.5,2699
1099900,4,3.5,2015
279900,2,1.5,1059
759900,4,3.5,1734
279900,3,1.5,1065
1399000,3,3.5,4078
898888,7,6,2810
369999,3,1.5,951
479900,3,1.5,1134
619900,3,2.5,1631
600000,3,2.5,2195
499900,4,2.5,1307
279900,1,1,469
479900,3,2.5,1191
658888,3,2.5,1705
795000,2,3,1949
1075000,5,4.5,1846
859000,4,3.5,2559
479900,2,2,1211
339800,2,2,847
879000,3,3.5,2106
335000,1,1,423
459000,2,2,1090
524900,2,2,1176
249900,2,2,839
354000,2,2,837
475000,2,2,1213
575000,3,2.5,1336
349900,1,1,614
1298000,4,3.5,2451
395000,2,2.5,1571
850000,4,3,1089
1178000,6,3.5,2770
795000,3,2.5,1761
774300,3,2.5,2374
549900,4,2.5,1045
749000,3,3.5,1741
489000,2,2,1101
719900,4,2.5,1287
1200000,3,2.5,1694
755900,3,2,1352
749900,3,2.5,1898
600000,3,2,1035
470000,2,2,793
469900,2,1,928
255000,1,1,484
475000,3,3.5,1071
318813,1,1,621
325000,2,2,906
225000,1,1,603
599900,2,2,1032
215000,1,1,556
450000,2,2.5,1329
734900,3,2.5,1964
274900,2,1,470
165000,1,1,595
414900,2,2,1067
899900,3,2.5,2248
1100000,4,3.5,2771
1025000,3,3,1924
359900,1,1.5,652
1350000,4,3.5,1996
820000,5,4,2284
1150000,4,3.5,2477
194999,1,1,434
259900,2,1,732
530000,2,2.5,1111
875710,3,2.5,2431
749900,3,2,1908
224900,1,1,479
3499000,6,6.5,4595
539900,3,2.5,1427
224900,1,1,458
1249900,4,4.5,2393
284900,1,1,603
245000,2,2,877
1650000,5,3.5,3176
749000,4,3.5,1957
599900,4,2.5,1309
418000,2,2.5,1230
597000,2,2,1601
619900,4,3,1514
675000,3,2.5,2324
1449900,5,4.5,3223
725000,4,3.5,1424
355000,1,1,563
515000,5,2,1044
633000,3,2.5,1652
1395000,4,2.5,2806
699900,4,3,1530
1849900,3,4,4167
2350000,3,3.5,3037
314900,2,2,1176
1495000,4,2.5,2186
749900,4,3.5,2091
329900,2,2,862
1999000,6,4.5,4011
2299000,6,4.5,2034
400000,2,1,838
375000,3,1.5,1147
299000,3,1.5,1008
297500,1,1,500
699900,4,3,1090
750000,4,3.5,1822
588000,4,2,1445
999900,4,4,2974
545000,4,2,933
234900,1,1,589
699900,7,3.5,2550
639900,3,2,1149
1199300,4,3.5,2208
2795000,4,3.5,2727
209900,1,1,307
369900,2,1,835
299000,2,1,850
295000,2,2,931
299900,2,2,990
295900,1,2,644
750000,5,2,980
635000,4,2.5,1997
919000,4,4.5,2293
499900,3,2,824
599900,4,3,1235
265000,1,1,705
584999,5,2,1052
279900,1,1,488
230000,2,1,851
689000,3,2.5,1880
299900,2,2,756
299900,2,2,885
1050000,3,2,1444
1199000,4,3.5,1406
849900,4,3.5,2118
600000,3,2.5,1721
1349000,6,4.5,3150
864900,4,2,2182
1350000,4,3.5,1915
839900,4,3.5,2295
719900,3,2.5,2039
850000,4,3.5,2396
550000,3,2.5,1492
355000,2,2,695
1365999,4,2,1451
240000,2,1,812
649900,2,2,1318
625000,3,2.5,1437
312900,2,1,899
670000,3,2.5,1918
589000,3,2.5,1609
874900,4,3.5,1756
1350000,4,3.5,2874
785000,4,3.5,2111
679900,4,2.5,2130
650000,1,1.5,1185
449900,3,1.5,1073
465000,3,1.5,1130
489900,3,1.5,1347
554900,4,3.5,1694
725000,2,2,1504
995000,4,3.5,1901
2080000,4,3.5,3132
289900,1,1.5,837
1695000,4,3.5,39654
320000,1,1,490
849900,3,3.5,2402
199000,1,1,559
359900,2,2,866
510000,4,3.5,1727
472395,2,2.5,1154
469900,2,2,884
199900,2,1,889
298000,3,2,1072
674900,7,3,1552
399900,1,1,730
528888,3,1.5,1251
679900,3,3.5,1676
449000,4,2.5,1506
789900,3,2.5,2463
459000,3,2.5,1247
429900,2,2,595
270000,2,1,757
749000,3,2,867
269000,1,1,690
2199000,5,4.5,3441
449900,3,2.5,1139
659900,4,3.5,1876
399900,2,2,584
579900,4,2.5,1572
500000,3,2,908
309900,1,1,658
429900,2,2.5,1355
590000,2,2.5,1450
469900,5,2,926
739900,3,2.5,1916
199999,1,1,845
1300000,3,2.5,2150
999999,4,3.5,1901
749900,3,2.5,2271
949900,5,3.5,2486
890000,3,2.5,2583
725000,4,3.5,1988
738888,3,2.5,1918
589900,5,3,1317
643990,4,1.5,1290
768000,4,3.5,1749
1199900,4,3.5,2172
750000,4,3.5,1680
629900,3,2.5,1374
2000000,6,4.5,3688
374900,2,2,702
379999,2,2,1184
229900,2,1,884
295900,1,1.5,800
849900,4,3.5,1724
599900,4,3,1854
610845,4,2.5,1753
325000,1,1,591
1550000,2,1.5,1027
606620,3,2.5,1611
615390,3,2.5,1753
859900,2,1,1097
479900,2,2.5,1171
538888,2,2.5,1120
380000,2,2,850
449900,4,3.5,1197
799000,3,3,1298
1199000,2,2,1444
665000,3,2.5,1701
239900,1,1,604
349900,2,2,1084
735099,3,2.5,1167
464900,2,2,1112
1259990,4,4.5,3004
539900,2,1.5,715
234900,1,1,576
539900,3,2,998
329000,1,1,759
639786,4,3.5,1497
610000,3,2.5,1675
229900,3,1,954
199000,1,1,514
845000,2,2.5,1207
329000,2,2,912
759000,3,1,1302
249900,2,1,753
1495000,4,3.5,3051
2499000,2,2,2056
759900,5,3.5,2048
650000,2,3.5,1556
279900,2,1,791
699800,4,3.5,1638
1529000,4,3,2072
299000,2,2,1073
269000,2,2,842
899900,4,3.5,2710
900000,3,3,1449
399900,2,2,1157
300000,1,1,499
699900,3,2.5,2330
238800,2,1,732
1100000,3,3.5,2266
819500,3,3,1389
889900,4,3.5,2382
919900,4,3.5,2910
719888,3,2.5,1860
779000,4,3.5,1991
660000,3,3.5,1579
799000,4,3.5,1724
329900,1,1,559
1164900,4,3.5,2887
569900,3,2.5,1600
599900,3,2,1562
333800,1,1,531
789800,5,3.5,2250
599900,5,2,1130
564900,2,2,1415
1698000,3,4.5,2930
859000,4,4.5,2083
509000,2,1,873
499000,2,2.5,1575
749900,5,3,1224
1099000,4,3.5,2021
1199000,4,3.5,2494
530000,2,2,837
230000,2,1,769
949900,3,3.5,1530
1999900,5,3.5,3209
217500,2,1,876
525000,3,2.5,1344
510000,3,3.5,1078
899900,5,3.5,2525
279900,1,1,525
459900,4,2,906
2295000,5,2.5,3125
199000,2,1,810
569000,4,2.5,1244
529000,3,2.5,1415
385000,1,1,641
249900,2,1,830
575000,5,2.5,1055
579900,3,2,960
870888,4,3,2730
575000,7,3.5,1176
650000,4,2,1013
689900,4,3.5,1937
749900,3,2.5,2084
719900,4,2.5,1750
389900,2,1.5,1053
443000,3,2.5,1493
699999,2,2,1746
449900,3,2.5,1230
1299900,3,3.5,1862
755500,4,3.5,1764
234900,2,1,851
1698000,3,2.5,2302
329900,2,1,948
406900,2,2,1323
279900,1,1,664
270000,2,1,849
2198000,4,3.5,3790
799900,4,2.5,1995
800000,5,1.5,1827
749900,5,2.5,1169
429900,4,2,872
209900,1,2,509
3338881,5,4.5,3858
399900,2,2,734
264900,1,1,701
639900,5,3,1581
549000,4,2,1135
729800,3,2.5,1375
1218000,6,3.5,2706
597000,4,3,1396
610000,5,2.5,1085
399900,2,2,1204
680000,4,3.5,1962
619900,3,3.5,1757
750000,4,3.5,2273
200000,1,1,550
389900,1,2,401
330000,1,1,588
399900,2,2,842
999999,7,4,2231
335000,1,1,772
629900,4,3,1653
190000,1,1,709
999900,3,2,1349
650000,2,2.5,1046
299000,2,1,993
349900,1,1,683
609900,3,3.5,1109
709800,4,3,1322
420000,2,2.5,1306
709900,4,2,1063
3950000,4,4.5,4420
287500,2,2,951
995000,3,3.5,1889
799000,3,2.5,1886
469000,2,1.5,1054
222000,2,1,698
515000,3,3.5,1435
925000,4,3,1131
589900,4,3.5,1346
1000000,5,3.5,2422
399900,2,2.5,1088
599900,4,3,1038
1598000,6,3.5,4049
469900,5,1,948
675000,3,2,1923
460000,3,3,1261
369900,2,2,885
619000,3,2.5,1060
1080000,4,3.5,2190
618000,4,3.5,1532
389800,2,2,1277
387000,3,2.5,1117
574500,2,2,1076
350000,2,2,845
1110000,4,3,1337
247500,2,1,983
520000,2,2,1267
1145000,3,2,1679
570000,4,3,1371
760000,4,3.5,2249
1980000,5,3.5,3958
949000,4,3.5,2050
700000,6,2.5,1190
1050000,3,1,1146
464900,2,2,826
324900,2,1,857
1275000,3,2.5,1557
379900,3,2.5,1194
850000,3,2.5,2101
610000,3,3.5,1079
894900,4,3,1467
549900,2,2,1371
659900,2,2,941
309900,2,1.5,969
630000,3,2.5,1651
420000,3,1.5,1056
379900,2,2,1092
1350000,3,3.5,2581
759900,5,3.5,2254
830000,3,2.5,2130
539000,2,2,1107
444900,3,2.5,1117
254000,2,1,829
499999,4,2.5,1559
880000,10,4,2054
664500,4,3.5,1860
399900,2,2,898
269900,2,2,884
179900,4,2,709
590000,3,3,1430
719900,3,2.5,1270
899999,4,3,1655
859900,4,2.5,2233
299900,1,1,740
779999,3,2.5,2316
300000,1,1,714
446800,2,2,1036
749900,3,3.5,1901
289900,2,1,426
309000,1,1,516
505000,3,2.5,1428
559900,3,2,889
224900,1,1,567
199999,1,1,543
299000,2,2,770
1249000,3,2.5,2923
239900,2,1,812
330000,2,1,861
599900,4,3.5,1701
189900,1,1,530
339900,1,1,497
2100000,4,4.5,3346
1595000,4,3.5,2573
959900,4,3.5,2525
699888,2,2,1220
614900,4,3.5,1458
179900,1,1,665
638000,3,2.5,1707
459900,3,2,1163
1999000,6,5.5,3776
389900,2,2,1247
1000000,5,4,2753
399000,2,2.5,1097
599900,4,3.5,1272
979000,6,3.5,2535
229900,1,1,577
589900,5,3.5,1362
539998,3,2.5,1531
969000,4,4,2293
309900,1,1,643
1750000,6,3.5,2792
324900,2,2,951
949000,6,3.5,2530
255000,2,1,848
699900,5,2,1149
778800,4,3,1480
848711,4,3.5,1646
449900,5,2,948
279000,2,1,864
1358000,4,1.5,2694
1249900,4,3.5,2640
774900,4,3.5,1440
399900,2,2,1193
329900,1,1,500
259000,2,1,767
349900,1,1,581
599000,2,2,811
980000,2,2,1415
299900,2,1,743
284500,1,1,784
649900,4,3.5,1675
1199000,4,3.5,2680
785000,5,3.5,2048
524900,2,2.5,1110
399000,1,1,522
305000,2,1.5,969
725000,4,1.5,1521
295000,2,1.5,1115
344900,1,1,488
479900,2,1,684
3700000,4,4.5,3453
505000,3,2.5,1415
350000,1,1,706
600000,2,1,864
539900,3,2.5,1285
540000,4,3,1483
849900,4,3.5,2119
249900,2,1,525
509900,4,2.5,1481
694000,5,3.5,1741
205000,2,1,783
159000,1,1,435
312900,2,1,900
349800,1,1,578
769800,5,3,1806
998888,4,3.5,2005
264900,2,1,788
649999,5,3.5,1779
659900,4,3.5,1882
1150000,4,3.5,2116
1598000,6,4,3379
314900,2,2,777
1975000,4,3.5,3470
729900,3,3.5,2047
375000,2,2,952
310000,1,1,597
499900,2,2,1132
199000,1,1,628
1495000,5,3.5,2952
249900,2,2,1056
379900,2,1.5,1080
1469000,5,3.5,2778
829900,4,3.5,2215
200000,1,1,496
639900,3,2.5,1591
865000,5,3,1109
1299900,3,3,2082
725000,3,2.5,2050
450000,2,2,897
1168000,4,3.5,2555
675000,3,2.5,2023
769900,3,3.5,1437
665000,3,3,1326
830000,3,2.5,2411
295000,1,1,490
529000,4,2,748
899900,4,3.5,1755
189900,1,1,695
439900,2,2,1097
319900,2,2,823
749900,4,2.5,2227
659900,3,2.5,1713
974900,4,3.5,1868
365000,1,2,902
524888,3,1.5,1122
344500,2,2,885
875000,6,4.5,2359
1200000,4,2.5,2768
249900,1,1,596
624900,1,2,1536
279777,2,1,711
743900,4,2.5,2345
759000,4,4.5,1638
359900,3,1.5,1018
189900,1,1,577
595000,3,3,1185
329900,2,2,1042
1200000,4,3.5,2266
1098000,7,3.5,2767
1090000,6,4.5,2645
594900,3,2.5,1546
715000,4,1.5,1100
940000,4,2.5,1932
318000,2,2,871
265000,1,1,622
380000,2,2,869
265000,2,1,581
380000,2,2,869
699900,2,2,2107
202750,2,1,873
179000,1,1,503
619000,3,1.5,1004
520000,2,2.5,1372
659900,4,3.5,1755
229900,3,1,1115
288800,1,1,428
454900,3,2.5,1431
833049,3,2.5,1689
675600,3,2.5,1133
679900,3,3,1356
849999,3,2,1458
499000,4,2,957
799900,3,2.5,2081
669999,4,3.5,1581
1200000,4,2.5,2650
1150000,4,3.5,2430
299900,2,2,791
669999,1,1.5,947
429000,2,2.5,950
324900,1,1,537
899900,1,1.5,1232
849900,4,3.5,2088
299999,2,1,827
425000,2,2,951
399900,2,1,540
770000,5,3.5,2040
1300000,4,3.5,2562
465000,2,2,1205
875000,5,3,2411
789999,7,3.5,2178
405000,2,2,816
598000,4,3,1054
710100,4,3.5,1823
794900,3,2.5,2037
363000,1,1,524
524900,2,2,850
380000,2,2,754
429000,2,2,801
899999,5,4,2238
1499000,4,4.5,2464
999999,4,3.5,2018
699900,5,3,1352
355000,2,2,803
445000,2,2,1056
625000,4,3.5,1589
387500,2,2,1028
225000,1,1,531
799000,5,3,2340
499900,4,1.5,1265
359900,3,2,1349
429900,2,2,1086
574900,3,2.5,1696
630000,4,3.5,2039
420000,2,2,1060
234900,1,1,500
280000,1,1,736
685500,3,2.5,2072
679888,3,2,1298
535000,3,2,1104
279900,2,1,596
319900,2,2,1001
699900,4,3,1064
595000,1,1.5,1371
485900,4,2.5,1423
648800,5,2.5,1163
830000,4,3.5,1919
475000,4,2,843
850000,4,3.5,2481
325000,1,1,500
249900,2,2,820
259900,1,1,705
985000,4,3.5,1939
622000,3,2.5,1600
649900,3,2.5,1893
375000,2,2,1022
200000,2,1,861
577000,3,2.5,1287
359900,2,1,932
569900,3,2.5,1525
899000,5,3.5,1956
585000,3,2,1133
289500,2,2,939
519900,3,2.5,1475
1574900,4,3.5,3278
775000,6,3.5,2096
210000,1,1,600
824999,6,4,2440
849900,5,3.5,2224
1649900,6,5,3057
365000,1,1,558
197500,2,1,706
269000,1,1,436
210000,1,1,510
685000,5,3.5,1873
1798900,5,4.5,4249
399000,3,1,1105
999900,6,4,1905
445000,2,2,1077
588888,3,3,1484
839000,3,2,1017
275000,2,1,1027
194900,1,1,606
475000,3,1.5,1225
950000,2,2,1396
675000,3,2.5,1839
339900,2,2,975
1799000,4,3,2660
339900,2,2,834
499900,3,3.5,1517
300000,1,1.5,645
399500,2,2,863
1225000,3,3.5,1839
1850000,4,3.5,2617
837990,4,2.5,2750
625000,3,2.5,1588
649900,4,2,1224
1500000,4,3.5,1770
364900,2,2,1171
1129000,3,3.5,2449
479900,3,2.5,1524
1700000,5,4.5,3441
668000,4,3,1045
749900,3,2.5,1654
749000,3,2.5,1863
779900,4,3.5,2130
269900,1,1,673
769900,4,3.5,1956
365000,2,1,704
359900,1,1,580
320000,1,1,566
575000,2,2,977
392500,2,2,759
1025000,2,2,2145
639900,7,4,1418
325000,1,1,577
959900,4,3.5,1893
791000,4,3,1255
549800,3,2.5,1407
310000,2,2,845
549900,3,2.5,1366
334900,1,1,688
2325000,2,2.5,1939
1160000,4,3,1447
1085000,6,3.5,2457
749900,3,3.5,1972
349000,2,1,532
459900,3,2.5,1075
979000,4,3.5,2391
269900,2,2,966
289000,1,1,489
399000,2,2,723
350000,1,1,555
1325000,4,4.5,2517
565000,4,2,994
825000,5,3.5,2381
799900,7,4,1711
225000,2,1,883
599900,3,2.5,1807
899900,5,3.5,2415
1275000,4,3.5,1977
470000,3,2.5,1221
639000,4,3.5,1801
1499000,4,3.5,2375
178800,1,1,600
470000,3,2,1218
819900,4,3.5,1983
829900,5,3.5,2754
529800,3,3,992
2650000,4,5,3727
549900,3,2.5,1428
816000,2,2,1479
550000,3,2.5,1281
849900,2,2,1826
549900,3,2.5,1366
749900,3,2.5,2139
499000,2,2.5,1472
949800,8,4,2201
3880000,6,5.5,5042
296900,2,1,638
439000,4,2,885
568000,3,1.5,1321
739000,7,2,1800
700000,4,3,1426
559000,4,2.5,1278
268000,1,1,691
1489800,5,3.5,3485
768800,4,3.5,2004
399900,2,2,949
536000,4,3.5,1675
449000,2,2,775
2099000,4,4.5,2921
689986,3,3,1421
849900,3,2.5,2213
654900,3,2.5,1771
749900,2,2,1286
469900,2,2,1167
499900,4,2,905
444900,3,2,1187
384000,2,2,1050
247741,2,2,879
949900,3,3.5,2600
479000,4,2.5,1307
1202250,3,2.5,1187
790000,4,2.5,2107
849900,3,2,1220
874900,4,2,1340
265000,2,2,821
814888,4,3.5,2229
754900,4,3.5,2077
465000,5,2,1003
679000,2,2.5,1677
379000,2,2,756
569900,3,2.5,1416
304900,1,1,835
577500,3,2.5,1333
369900,2,2,842
429900,2,2,1053
659900,3,3,1820
701990,3,2.5,1885
775990,3,2.5,2435
375000,2,2,860
555000,3,2.5,1194
359000,2,2,889
469900,4,2,994
699999,4,3.5,1842
189800,1,1,759
359900,2,2,799
639900,2,2,910
339900,2,2,761
329900,2,1,702
579900,4,3,1461
699999,4,3.5,1727
1475000,6,3.5,2613
899900,3,2.5,2207
705000,4,2.5,2188
219000,2,1,720
1199900,5,3.5,2443
844900,4,3,1228
280000,2,1,659
339000,1,1,664
515000,3,3.5,1152
234500,2,2,819
349900,2,2,835
829000,6,4,1882
934999,8,6,2737
1050000,5,3.5,2476
849900,4,3,2371
1180000,3,2.5,1592
544500,5,2.5,1190
429999,2,2,788
539900,5,2.5,1425
960000,3,2,1188
659900,3,2.5,1993
580000,4,3,1405
789000,3,2.5,2339
774900,4,3,2254
564900,3,2,1414
359000,4,2.5,1192
819900,3,2.5,2257
769900,3,2.5,2293
565000,4,3.5,1497
789900,3,3,2053
614900,3,2,1553
699900,4,3,1138
304900,1,1,833
624900,3,2.5,1308
665000,3,2.5,1730
1199888,6,4,2166
479900,2,2.5,1215
899000,4,3.5,2009
979900,4,4.5,2009
699900,3,2.5,1735
760000,4,3.5,1910
399900,3,2,841
549900,4,3.5,1162
3995000,3,3.5,4685
529900,5,2,1048
733000,2,3.5,2990
437500,3,2.5,1486
979000,5,4,2379
819900,3,2.5,2468
799900,4,3,2194
469900,2,2,790
829900,3,3,2247
669900,4,2,1200
899900,5,2,1236
519000,2,3,1331
399900,2,2,1535
935000,3,2.5,2473
339900,1,1,498
439900,2,2,913
995000,5,3.5,2818
658000,4,3.5,1768
549900,5,3.5,1155
259900,2,1,608
280000,1,1,467
549900,2,2,854
2195000,6,4.5,3380
1049900,2,2,1523
774900,5,3,2364
349000,2,2,972
1029000,4,3.5,2027
784900,3,2.5,2288
589000,3,2.5,1426
549900,3,2.5,1821
285000,2,1,724
370000,1,1,575
328000,1,1,531
289000,2,2,800
780000,3,2.5,2052
530000,2,2,773
2500000,3,2.5,2895
699000,3,3.5,1366
2588000,4,4.5,3231
599900,4,3.5,1311
759900,4,3.5,2240
959000,4,3.5,1877
1315000,4,3.5,2441
569900,4,2,1088
220000,2,1,828
145900,2,1,666
349900,2,1,805
589000,5,3,1076
210000,1,1,743
550000,3,2.5,1383
599999,4,3,1521
270000,3,1.5,1010
240000,2,2,1042
1095000,3,3.5,2522
249900,2,1.5,805
749900,4,2,1195
1325000,5,4.5,3828
1099000,4,3.5,2640
979000,4,3.5,1351
729000,3,3.5,2369
745000,3,2.5,2032
349900,2,2,828
395000,4,2,1986
1450000,5,2.5,4766
350000,2,2,971
178000,3,1,898
1985000,4,1.5,1500
809900,3,2.5,2398
349900,1,1,653
549900,4,1.5,1503
699999,3,1.5,1990
739900,5,2,1040
669900,5,3.5,1737
899900,4,3,2482
1300000,4,3.5,2656
1450000,3,2.5,2210
305000,2,1,731
879900,3,2.5,2203
685000,3,2.5,2274
799900,5,3,2121
141900,1,1,309
599900,4,2.5,1485
329000,1,1,857
275000,1,1,544
799900,4,3.5,1779
509000,4,2,1173
2000000,3,2,1649
479900,1,1.5,1038
624900,2,2,1654
600000,2,2,954
839900,4,3.5,1758
466400,2,2,989
422900,2,2,959
350000,2,1,936
929000,6,3.5,2479
1999000,4,4.5,3358
764900,5,3.5,2370
1299900,4,3.5,2372
1245000,2,1,930
249900,2,2,823
667500,3,2.5,945
1349000,4,3.5,2368
1499900,4,4,1678
1188888,4,2.5,1652
364900,2,2,782
599999,3,3,1329
529000,3,2.5,1412
759900,4,3.5,2304
345000,3,1,916
224500,1,1,841
429000,3,3.5,1087
410000,2,2,1230
580000,5,2.5,1331
975000,3,3.5,2667
283800,1,1,633
626400,2,2.5,1245
656400,2,2.5,1358
664400,3,2.5,1358
699000,5,3.5,1358
749500,2,1.5,1810
1250000,6,3.5,2985
1399900,6,3,2635
617900,3,2.5,1608
729900,4,3,2008
259000,2,1,815
1099900,3,2.5,1736
1300000,6,3.5,1977
755000,4,3.5,2038
999900,7,5,2752
2095000,5,5.5,3549
769900,3,2.5,2228
535000,6,2,1066
375000,5,1.5,1051
799000,4,3.5,1916
575000,4,3,1311
249990,1,1,583
1520000,4,3.5,1877
575000,3,2,1297
779900,4,3.5,2037
499500,2,2,822
750000,3,3.5,1312
999900,2,2.5,2344
979000,4,3.5,1813
699000,2,2,1868
199000,2,2,1001
625000,2,2,1100
965000,5,3,2062
578900,3,2.5,1347
748000,4,4.5,1783
314900,2,2,936
370000,2,1,1145
299999,1,1,424
2195000,7,5.5,1926
290000,2,2,916
3199900,5,4.5,4550
419000,6,2,934
990000,2,2,964
775000,3,3.5,2718
1098900,3,3,1408
1249000,5,3.5,2443
518000,2,2,1056
835000,5,3.5,2272
875000,3,1.5,2288
1144000,6,3.5,3055
549990,1,2.5,1170
365000,1,1,534
365000,1,1,630
539900,4,2,1173
459900,3,2.5,1394
1039000,4,3.5,1872
549900,2,2,748
1050000,4,3.5,1898
1050000,4,3.5,1897
889000,4,3.5,1682
889000,4,3.5,1687
259900,1,1,508
315000,2,1,561
199900,2,2,990
364900,2,2,764
765000,3,2.5,2035
480000,5,2,1014
559900,3,2,891
1588000,5,3.5,3476
789900,5,3.5,2010
799900,4,2.5,2694
2250000,4,2.5,1907
775000,5,3.5,1975
574999,4,3.5,1611
2489000,6,5.5,4280
1825000,6,4.5,3283
1050000,5,3.5,1497
400000,2,1.5,651
799900,5,3.5,2453
1475000,4,3.5,1888
649000,4,3.5,1562
660000,4,2.5,1542
479900,2,2,893
615000,4,3.5,1578
289000,1,1,588
995000,2,2.5,1945
550000,4,2,1052
784900,4,2.5,1209
1399999,5,3.5,1710
258000,1,1,690
325000,2,1.5,969
3375000,5,3.5,4695
1199998,5,3.5,1407
1174900,6,3.5,2817
1350000,2,2.5,2263
199900,1,1,658
435000,2,2,1168
699900,3,2.5,2046
1599000,4,2.5,1785
750000,2,1,1172
839000,4,2,1000
999900,3,2.5,1779
585000,4,2.5,1904
1099900,5,2.5,2286
1058000,3,3.5,2995
488000,2,2,914
859000,6,3.5,2625
195000,1,1,743
428800,2,2.5,1153
579000,2,2.5,1306
850000,4,3,1124
1380000,4,3.5,2900
799900,4,2.5,2345
768000,4,3.5,1856
312000,2,1,1086
565000,4,2,953
1299000,4,3.5,2762
1049000,3,2,1383
995000,2,2,1490
799888,4,2.5,2249
1549000,5,3.5,3345
619000,3,1,1362
888000,4,3.5,1804
999900,4,3.5,1901
1650000,3,3.5,1263
449000,2,1.5,1243
874900,3,2.5,2362
338999,2,2,842
2498900,4,3.5,3456
775000,4,3.5,1436
390000,3,2,864
659000,4,3.5,1634
699000,3,2,2361
339900,1,1,665
284900,1,1.5,975
2195000,5,4.5,3192
619900,4,2.5,1266
689000,4,3.5,1604
525000,2,2,886
515000,2,2,824
639200,2,2,902
629900,3,2.5,1630
265000,2,1,827
599000,5,2.5,1138
409900,2,2,926
329900,2,1.5,1056
369900,2,2.5,1137
789888,4,3.5,2234
699900,1,2,1217
824786,4,3.5,2079
769999,4,2,1091
749500,3,2.5,2292
997500,5,3.5,2570
975000,2,2,1709
997500,5,3.5,2570
299000,2,2,656
774900,5,3.5,2098
765000,6,4,2331
374900,1,1,540
1099000,6,3,1485
419900,2,2,769
584900,3,2.5,1465
395000,2,1,857
250000,2,1.5,896
1250000,4,3.5,2129
840000,4,3,1428
1095000,4,3,1335
769900,6,3.5,2172
559900,2,1,727
299900,1,1.5,1027
920000,3,3,2185
829900,4,3.5,2268
778000,3,2.5,2279
459000,2,1,980
288900,2,2,884
440000,2,2.5,1322
699000,6,3.5,2050
1299900,5,4.5,3281
1375000,4,3.5,2116
1299000,2,2.5,2013
534900,4,2.5,1044
679999,4,3,1617
3800000,6,4.5,5602
1295000,3,4.5,1912
798000,4,3.5,2228
1275000,3,4,2275
414900,2,2,1223
750000,5,3.5,2196
920000,4,3.5,2481
320000,1,1,533
1249000,2,2.5,2211
